State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"West Bengal",Darjeeling,Darjeeling,"Squash(Chappal Kadoo)",Other,FAQ,25/03/2025,1400,1600,1500
"West Bengal",Darjeeling,Siliguri,"Masur Dal","Masur Dal",FAQ,25/03/2025,9800,10000,9900
"West Bengal",Darjeeling,Siliguri,Potato,Other,FAQ,25/03/2025,930,950,940
"West Bengal",Hooghly,Pandua,Potato,Jyoti,FAQ,25/03/2025,1000,1070,1040
"West Bengal",Howrah,Ramkrishanpur(Howrah),Rice,Other,FAQ,25/03/2025,4100,4300,4200
"West Bengal",Howrah,Ramkrishanpur(Howrah),Rice,"Sona Mansoori Non Basmati",FAQ,25/03/2025,3700,3900,3800
"West Bengal",Jalpaiguri,Belacoba,Brinjal,Round/Long,FAQ,25/03/2025,1500,1700,1600
"West Bengal",Jalpaiguri,Belacoba,Potato,Jyoti,FAQ,25/03/2025,920,960,940
"West Bengal",Jalpaiguri,Dhupguri,Brinjal,Round/Long,FAQ,25/03/2025,1600,1800,1700
"West Bengal",Jalpaiguri,Dhupguri,"Green Chilli",Other,FAQ,25/03/2025,1500,1600,1600
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Cabbage,Cabbage,FAQ,25/03/2025,380,400,400
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Cabbage,Other,FAQ,25/03/2025,280,300,300
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar","Green Chilli",Other,FAQ,25/03/2025,1400,1600,1500
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Onion,Other,FAQ,25/03/2025,1600,1800,1700
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Tomato,Local,FAQ,25/03/2025,300,400,350
"West Bengal",Jalpaiguri,Moynaguri,Brinjal,Round,FAQ,25/03/2025,1500,1700,1600
"West Bengal",Jalpaiguri,Moynaguri,Cauliflower,Local,FAQ,25/03/2025,530,580,560
"West Bengal",Jalpaiguri,Moynaguri,"Green Chilli",Other,FAQ,25/03/2025,1500,1700,1600
"West Bengal",Jalpaiguri,Moynaguri,Tomato,Local,FAQ,25/03/2025,300,340,320
"West Bengal",Jhargram,Jhargram,Rice,Common,FAQ,25/03/2025,3600,4000,3800
"West Bengal",Kolkata,"Bara Bazar (Posta Bazar)",Garlic,Garlic,FAQ,25/03/2025,7000,7500,7250
"West Bengal",Kolkata,"Bara Bazar (Posta Bazar)",Garlic,Other,FAQ,25/03/2025,6700,7000,6850
"West Bengal",Malda,Samsi,Onion,Onion,FAQ,25/03/2025,2200,2600,2400
"West Bengal",Medinipur(E),Kolaghat,Potato,Jyoti,FAQ,25/03/2025,1100,1200,1150
"West Bengal",Medinipur(E),Kolaghat,Rice,Fine,FAQ,25/03/2025,4200,4400,4300
"West Bengal",Medinipur(E),Kolaghat,"Tube Rose(Loose)","Tube Rose (Loose)",FAQ,25/03/2025,10000,12000,11000
"West Bengal",Medinipur(W),Garbeta(Medinipur),Tomato,Tomato,FAQ,25/03/2025,1200,1400,1300
"West Bengal",Medinipur(W),Ghatal,Cauliflower,"African Sarson",FAQ,25/03/2025,800,950,900
"West Bengal",Medinipur(W),Ghatal,Cucumbar(Kheera),Cucumbar,FAQ,25/03/2025,2100,2300,2200
"West Bengal",Medinipur(W),Ghatal,Onion,Onion,FAQ,25/03/2025,2300,2500,2400
"West Bengal",Medinipur(W),Ghatal,Potato,Jyoti,FAQ,25/03/2025,1050,1100,1080
"West Bengal",Murshidabad,Jiaganj,Potato,Local,FAQ,25/03/2025,800,890,850
"West Bengal",Murshidabad,Jiaganj,Rice,Fine,FAQ,25/03/2025,3650,3750,3700
"West Bengal",Murshidabad,Kandi,Wheat,Other,FAQ,25/03/2025,2350,2460,2400
"West Bengal",Nadia,Bethuadahari,"Green Chilli","Green Chilly",FAQ,25/03/2025,4000,4200,4000
"West Bengal",Nadia,Chakdah,"Green Chilli",Other,FAQ,25/03/2025,4500,4700,4600
"West Bengal",Nadia,Kalyani,"Green Chilli","Green Chilly",FAQ,25/03/2025,4300,4500,4400
"West Bengal",Nadia,Ranaghat,Brinjal,Other,FAQ,25/03/2025,3300,3500,3400
"West Bengal",Nadia,Ranaghat,Cabbage,Other,FAQ,25/03/2025,650,800,700
"West Bengal",Nadia,Ranaghat,"Green Chilli",Other,FAQ,25/03/2025,4800,5000,4900
"West Bengal",Nadia,Ranaghat,Tomato,Other,FAQ,25/03/2025,520,600,560
"West Bengal","North 24 Parganas",Barasat,Tomato,Other,FAQ,25/03/2025,800,800,800
"West Bengal","Paschim Bardhaman",Asansol,Mustard,Other,FAQ,25/03/2025,5950,6200,6050
"West Bengal","Paschim Bardhaman",Asansol,Mustard,Other,Non-FAQ,25/03/2025,5700,5850,5800
"West Bengal","Paschim Bardhaman",Asansol,Rice,Fine,FAQ,25/03/2025,3875,4200,3950
"West Bengal","Paschim Bardhaman",Durgapur,Onion,Nasik,FAQ,25/03/2025,2500,2700,2650
"West Bengal","Paschim Bardhaman",Durgapur,Rice,Fine,FAQ,25/03/2025,3865,4200,4050
"West Bengal","Purba Bardhaman",Guskara,"Sesamum(Sesame,Gingelly,Til)",Other,Non-FAQ,25/03/2025,5900,6100,6000
"West Bengal","Purba Bardhaman",Kalna,Onion,Local,FAQ,25/03/2025,1800,2000,1900
"West Bengal","Purba Bardhaman",Katwa,Rice,Common,FAQ,25/03/2025,3200,3300,3250
"West Bengal",Puruliya,Balarampur,"Mustard Oil",Other,FAQ,25/03/2025,15800,16000,15900
"West Bengal",Puruliya,Purulia,"Masur Dal","Masur Dal",FAQ,25/03/2025,9250,9300,9300
"West Bengal",Puruliya,Purulia,Potato,Jyoti,FAQ,25/03/2025,930,960,950
"West Bengal","Sounth 24 Parganas",Baruipur(Canning),"Bitter gourd","Bitter Gourd",FAQ,25/03/2025,2600,2800,2700
"West Bengal","Sounth 24 Parganas",Baruipur(Canning),Brinjal,Brinjal,FAQ,25/03/2025,4200,4300,4250
"West Bengal","Sounth 24 Parganas",Baruipur(Canning),Guava,Other,Medium,25/03/2025,7300,8000,7600
"West Bengal","Sounth 24 Parganas",Baruipur(Canning),Onion,Other,FAQ,25/03/2025,1750,1950,1850
"West Bengal","Sounth 24 Parganas","Diamond Harbour(South 24-pgs)","Green Chilli","Green Chilly",FAQ,25/03/2025,5400,5500,5450
"West Bengal","Sounth 24 Parganas","Diamond Harbour(South 24-pgs)",Tomato,Tomato,FAQ,25/03/2025,500,700,600
"Andhra Pradesh",Anantapur,Hindupur,"Dry Chillies",Local,FAQ,25/03/2025,7500,15400,13500
"Andhra Pradesh",Chittor,Kalikiri,Tomato,Hybrid,FAQ,25/03/2025,780,1000,930
"Andhra Pradesh",Chittor,Tirupati,Banana,Bhushavali(Pacha),Small,25/03/2025,7500,10009,8500
"Andhra Pradesh","East Godavari",Rajahmundry,"Water Melon",Other,Medium,25/03/2025,2500,2900,2700
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Chakkarakeli(White),Large,25/03/2025,2300,3200,2900
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Karpura,Large,25/03/2025,1900,2900,2700
"Andhra Pradesh",Kurnool,Yemmiganur,"Bengal Gram(Gram)(Whole)",Medium,FAQ,25/03/2025,4530,4530,4530
"Andhra Pradesh",Kurnool,Yemmiganur,Groundnut,TMV-2,Non-FAQ,25/03/2025,2221,4516,4189
"Andhra Pradesh",Nellore,Rapur,Wood,Eucalyptus,FAQ,25/03/2025,7500,8200,8100
Assam,Barpeta,"Barpeta Road",Beetroot,Beetroot,Local,25/03/2025,1700,1800,1800
Assam,Barpeta,"Barpeta Road",Pumpkin,Pumpkin,Local,25/03/2025,600,650,650
Assam,Barpeta,"Barpeta Road",Tomato,Tomato,Local,25/03/2025,300,500,300
Assam,Cachar,Kashipur,"Green Chilli","Green Chilly",Local,25/03/2025,2500,3000,2500
Assam,Darrang,Balugaon,Ginger(Green),"Green Ginger",Local,25/03/2025,4500,5000,4800
Assam,Darrang,Balugaon,Lemon,Lemon,Local,25/03/2025,3001.5,3335,3001.5
Assam,Dhubri,Bilasipara,"Bhindi(Ladies Finger)",Bhindi,Local,25/03/2025,3800,4000,3800
Assam,Dhubri,Bilasipara,Brinjal,Brinjal,Local,25/03/2025,1000,1200,1000
Assam,Dhubri,Bilasipara,Cauliflower,Cauliflower,Local,25/03/2025,800,1000,800
Assam,Goalpara,Simlitola,Ginger(Green),"Green Ginger",Local,25/03/2025,4000,4500,4500
Assam,Goalpara,Simlitola,Tomato,Tomato,Local,25/03/2025,500,800,600
Assam,Golaghat,Golaghat,Ginger(Green),"Green Ginger",Local,25/03/2025,3800,4200,4000
Assam,Jorhat,Jorhat,Cauliflower,Cauliflower,Local,25/03/2025,1000,1200,1200
Assam,Jorhat,Jorhat,Lemon,Lemon,Local,25/03/2025,3201.6,3735.2,3735.2
Assam,Kamrup,"Brahmaputra Private Market",Cabbage,Cabbage,Local,25/03/2025,800,1000,900
Assam,Kamrup,"Brahmaputra Private Market",Capsicum,Capsicum,Local,25/03/2025,1600,1800,1700
Assam,Kamrup,"Brahmaputra Private Market",Cauliflower,Cauliflower,Local,25/03/2025,1200,1300,1200
Assam,Kamrup,"Brahmaputra Private Market",Lemon,Lemon,Local,25/03/2025,2668,3134.9,3001.5
Assam,Kamrup,Sontoli,Brinjal,Brinjal,Local,25/03/2025,1200,1300,1200
Assam,Kamrup,Sontoli,Pumpkin,Pumpkin,Local,25/03/2025,800,1000,900
Assam,"Karbi Anglong",Diphu,Cabbage,Cabbage,Local,25/03/2025,800,1000,1000
Assam,"Karbi Anglong",Diphu,Capsicum,Capsicum,Local,25/03/2025,1600,1700,1700
Assam,"Karbi Anglong",Diphu,Ginger(Green),"Green Ginger",Local,25/03/2025,4000,4500,4300
Assam,Kokrajhar,Gossaigaon,Capsicum,Capsicum,Local,25/03/2025,1000,1200,1200
Assam,Lakhimpur,Baginadi,"Bottle gourd","Bottle Gourd",Local,25/03/2025,1133.39,1200.06,1200.06
Assam,MORIGAON,Boralimari,"Bottle gourd","Bottle Gourd",Local,25/03/2025,1133.39,1333.4,1133.39
Assam,Nalbari,Mukalmua,Lemon,Lemon,Local,25/03/2025,2668,2801.4,2668
Assam,Nalbari,Nalbari,"Bitter gourd","Bitter Gourd",Local,25/03/2025,3000,3600,3400
Assam,Nalbari,Nalbari,Cauliflower,Cauliflower,Local,25/03/2025,1200,1400,1200
Assam,Nalbari,Nalbari,Lemon,Lemon,Local,25/03/2025,2801.4,3068.2,2934.8
Assam,Sibsagar,Sibsagar,"Bitter gourd","Bitter Gourd",Local,25/03/2025,3500,3600,3600
Assam,Sibsagar,Sibsagar,Ginger(Green),"Green Ginger",Local,25/03/2025,3600,4000,4000
Assam,Sonitpur,Dhekiajuli,"Green Chilli","Green Chilly",Local,25/03/2025,1800,2000,2000
Bihar,Banka,Barahat,Onion,Medium,FAQ,25/03/2025,2600,3000,2800
Bihar,Bhojpur,Aarah,Potato,Jyoti,FAQ,25/03/2025,800,1000,900
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Ginger(Green),Other,FAQ,25/03/2025,2500,3800,3200
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Green Chilli",Other,FAQ,25/03/2025,3000,3500,3000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Lemon,Other,FAQ,25/03/2025,5000,7000,6000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Mousambi(Sweet Lime)",Other,Medium,25/03/2025,2000,3500,3000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Potato,Other,FAQ,25/03/2025,200,500,400
Goa,"North Goa",Mapusa,Papaya,Papaya,Medium,25/03/2025,1500,1500,1500
Gujarat,Ahmedabad,Ahmedabad,Tomato,Other,FAQ,25/03/2025,200,500,350
Gujarat,Ahmedabad,Viramgam,"Bengal Gram(Gram)(Whole)","Desi (Whole)",Non-FAQ,25/03/2025,4790,5045,4920
Gujarat,Ahmedabad,Viramgam,"Cummin Seed(Jeera)",Other,FAQ,25/03/2025,18600,20275,19440
Gujarat,Ahmedabad,Viramgam,Mustard,Mustard,Non-FAQ,25/03/2025,4975,5275,5125
Gujarat,Amreli,Damnagar,Coriander(Leaves),Coriander,FAQ,25/03/2025,2200,3050,2850
Gujarat,Amreli,Damnagar,"Green Chilli","Green Chilly",FAQ,25/03/2025,1800,2550,2200
Gujarat,Amreli,Dhari,"Bengal Gram(Gram)(Whole)",Other,Non-FAQ,25/03/2025,4650,5040,4905
Gujarat,Amreli,Dhari,Cotton,Local,Non-FAQ,25/03/2025,5275,7025,6260
Gujarat,Anand,"Anand(Veg,Yard,Anand)","Green Chilli","Green Chilly",FAQ,25/03/2025,2500,3000,2700
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Onion,Onion,FAQ,25/03/2025,1250,1500,1350
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Tomato,Other,FAQ,25/03/2025,250,350,300
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)","Bhindi(Ladies Finger)",Other,FAQ,25/03/2025,3000,4500,4000
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)","Bottle gourd","Bottle Gourd",FAQ,25/03/2025,800,1200,1000
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Carrot,Other,FAQ,25/03/2025,2500,3000,2800
Gujarat,Anand,"Khambhat(Veg Yard Khambhat)",Guar,Other,FAQ,25/03/2025,5000,7500,7000
Gujarat,Anand,Tarapur,"Kabuli Chana(Chickpeas-White)",Other,FAQ,25/03/2025,5250,5700,5400
Gujarat,Anand,Umreth,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,25/03/2025,2800,2825,2815
Gujarat,Banaskanth,Amirgadh,Mustard,Other,FAQ,25/03/2025,5175,5250,5200
Gujarat,Banaskanth,Amirgadh,Rajgir,Other,FAQ,25/03/2025,5000,5655,5500
Gujarat,Banaskanth,Deesa,Groundnut,Other,FAQ,25/03/2025,4505,5255,5000
Gujarat,Banaskanth,Deesa(Bhildi),"Castor Seed",Other,FAQ,25/03/2025,6150,6275,6250
Gujarat,Banaskanth,Deesa(Bhildi),Mustard,Other,FAQ,25/03/2025,5000,5400,5325
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Brinjal,Other,FAQ,25/03/2025,750,1400,1075
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Tomato,Other,FAQ,25/03/2025,250,850,550
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)","Water Melon",Other,Medium,25/03/2025,1000,1750,1375
Gujarat,Banaskanth,Dhanera,"Bajra(Pearl Millet/Cumbu)",Hybrid,FAQ,25/03/2025,2325,3040,2695
Gujarat,Banaskanth,Dhanera,Mustard,Mustard,FAQ,25/03/2025,5050,5595,5350
Gujarat,Banaskanth,Dhanera,Mustard,Other,FAQ,25/03/2025,7350,7555,7455
Gujarat,Banaskanth,Dhanera,Rajgir,Rajgir,FAQ,25/03/2025,5000,5545,5295
Gujarat,Banaskanth,Dhanera,"Sesamum(Sesame,Gingelly,Til)",Other,FAQ,25/03/2025,8000,8650,8325
Gujarat,Bharuch,Ankleshwar,"Bhindi(Ladies Finger)",Bhindi,FAQ,25/03/2025,3000,5000,4000
Gujarat,Bharuch,Ankleshwar,Cabbage,Cabbage,FAQ,25/03/2025,200,500,300
Gujarat,Bharuch,Ankleshwar,Onion,Nasik,FAQ,25/03/2025,1000,1900,1600
Gujarat,Bharuch,Bharuch,Brinjal,Other,FAQ,25/03/2025,500,1000,800
Gujarat,Bharuch,Bharuch,"Green Chilli",Other,FAQ,25/03/2025,2000,2700,2500
Gujarat,Bharuch,Bharuch,Tomato,Other,Non-FAQ,25/03/2025,300,700,400
Gujarat,Bharuch,Jambusar,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,25/03/2025,6800,7200,7000
Gujarat,Bharuch,Jambusar,Cotton,Other,FAQ,25/03/2025,6600,7000,6800
Gujarat,Bharuch,Jambusar,Maize,Other,FAQ,25/03/2025,1800,2200,2000
Gujarat,Bharuch,Jambusar(Kaavi),"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,25/03/2025,6600,7000,6800
Gujarat,Bharuch,Jambusar(Kaavi),"Bajra(Pearl Millet/Cumbu)",Other,FAQ,25/03/2025,2600,3000,2800
Gujarat,Bharuch,Jambusar(Kaavi),Cotton,Other,FAQ,25/03/2025,6900,7300,7000
Gujarat,Bhavnagar,Bhavnagar,"Arhar (Tur/Red Gram)(Whole)",Other,Non-FAQ,25/03/2025,6155,6760,6460
Gujarat,Bhavnagar,Bhavnagar,"Castor Seed",Other,FAQ,25/03/2025,5250,6030,5640
Gujarat,Bhavnagar,Bhavnagar,"Cummin Seed(Jeera)",Other,FAQ,25/03/2025,17250,20975,19115
Gujarat,Bhavnagar,Bhavnagar,Onion,White,FAQ,25/03/2025,605,975,790
Gujarat,Bhavnagar,Taleja,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,25/03/2025,5000,6875,5940
Gujarat,Bhavnagar,Taleja,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,25/03/2025,6250,7350,6800
Gujarat,Bhavnagar,Taleja,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,25/03/2025,9800,10155,9980
Gujarat,Bhavnagar,Taleja,Wheat,Kalyan,FAQ,25/03/2025,1825,2935,2380
Gujarat,"Chhota Udaipur",Bodeliu,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,25/03/2025,7050,7520,7250
Gujarat,Dahod,Dahod,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",Non-FAQ,25/03/2025,5700,5900,5800
Gujarat,Dahod,Dahod,Maize,Yellow,FAQ,25/03/2025,2300,2380,2340
Gujarat,Dahod,Dahod,Wheat,Wheat,FAQ,25/03/2025,2560,2570,2565
Gujarat,Dahod,"Dahod(Veg. Market)",Cowpea(Veg),"Cowpea (Veg)",FAQ,25/03/2025,2500,4500,4000
Gujarat,Dahod,"Dahod(Veg. Market)",Cucumbar(Kheera),Cucumbar,FAQ,25/03/2025,600,1500,1300
Gujarat,Gandhinagar,Mansa,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,25/03/2025,2530,2530,2530
Gujarat,"Gir Somnath",Talalagir,Tomato,Other,FAQ,25/03/2025,1000,2500,2000
Gujarat,"Gir Somnath",Veraval,"Black Gram (Urd Beans)(Whole)",Other,FAQ,25/03/2025,6525,8825,8755
Gujarat,"Gir Somnath",Veraval,"Methi Seeds",Other,FAQ,25/03/2025,3505,5925,5255
Gujarat,"Gir Somnath",Veraval,Millets,Millets,FAQ,25/03/2025,1875,3100,3005
Gujarat,"Gir Somnath",Veraval,Soyabean,Other,Non-FAQ,25/03/2025,3505,3875,3755
Gujarat,Junagarh,Junagadh,Groundnut,Local,FAQ,25/03/2025,4250,5000,4700
Gujarat,Kheda,Kapadvanj,Brinjal,Other,FAQ,25/03/2025,350,500,400
Gujarat,Kheda,Kapadvanj,Potato,Other,FAQ,25/03/2025,600,1050,800
Gujarat,Kheda,Matar,Wheat,Other,FAQ,25/03/2025,2450,2490,2465
Gujarat,Kheda,Nadiad,Tomato,Other,FAQ,25/03/2025,750,850,800
Gujarat,Kheda,Nadiyad(Chaklasi),Brinjal,Brinjal,FAQ,25/03/2025,300,500,400
Gujarat,Kheda,Nadiyad(Piplag),Beetroot,Beetroot,FAQ,25/03/2025,600,700,650
Gujarat,Kheda,Nadiyad(Piplag),Lemon,Lemon,FAQ,25/03/2025,7000,8000,7500
Gujarat,Kheda,Nadiyad(Piplag),Onion,Onion,Non-FAQ,25/03/2025,1250,1350,1300
Gujarat,Kheda,Nadiyad(Piplag),Potato,Potato,FAQ,25/03/2025,900,1000,950
Gujarat,Kheda,Nadiyad(Piplag),Tomato,Tomato,Non-FAQ,25/03/2025,200,300,250
Gujarat,Mehsana,Mehsana(Jornang),Wheat,Other,FAQ,25/03/2025,2395,2930,2750
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Cauliflower,Cauliflower,FAQ,25/03/2025,300,1100,750
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Potato,Potato,FAQ,25/03/2025,100,1000,800
Gujarat,Mehsana,"Mehsana(Mehsana Veg)",Tomato,Tomato,FAQ,25/03/2025,150,800,550
Gujarat,Morbi,Vankaner,Cotton,Other,Non-FAQ,25/03/2025,6500,7300,7000
Gujarat,Morbi,Vankaner,"Cummin Seed(Jeera)",Other,FAQ,25/03/2025,17000,21370,19000
Gujarat,Navsari,Bilimora,"Bhindi(Ladies Finger)",Other,FAQ,25/03/2025,3000,3500,3200
Gujarat,Navsari,Bilimora,Onion,Nasik,FAQ,25/03/2025,1000,2000,1500
Gujarat,Navsari,Navsari,Brinjal,"Arkasheela Mattigulla",FAQ,25/03/2025,700,1500,1100
Gujarat,Navsari,Navsari,Cabbage,Cabbage,FAQ,25/03/2025,900,1000,950
Gujarat,Navsari,Navsari,Methi(Leaves),Methi,FAQ,25/03/2025,2500,3000,2750
Gujarat,Panchmahals,Gogamba,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,25/03/2025,7250,7700,7450
Gujarat,Patan,Siddhpur,"Barley (Jau)",Deshi,FAQ,25/03/2025,2075,2125,2100
Gujarat,Patan,Siddhpur,Cotton,"H.Y.4 (Unginned)",FAQ,25/03/2025,6155,7400,6777
Gujarat,Patan,Siddhpur,"Guar Seed(Cluster Beans Seed)",Split,FAQ,25/03/2025,4500,4700,4600
Gujarat,Patan,Siddhpur,Wheat,Hybrid,FAQ,25/03/2025,2425,2750,2587
Gujarat,Porbandar,Porbandar,Banana,Amruthapani,Large,25/03/2025,3000,4000,3500
Gujarat,Porbandar,Porbandar,Coriander(Leaves),Coriander,FAQ,25/03/2025,2000,3000,2500
Gujarat,Porbandar,Porbandar,"Green Chilli","Green Chilly",FAQ,25/03/2025,1500,2500,2000
Gujarat,Porbandar,Porbandar,Onion,Other,FAQ,25/03/2025,1500,2500,2000
Gujarat,Porbandar,Porbandar,Tomato,Deshi,Non-FAQ,25/03/2025,500,1000,750
Gujarat,Rajkot,Dhoraji,"Castor Seed","Castor seed",FAQ,25/03/2025,5930,6130,6130
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Guar,Gwar,FAQ,25/03/2025,3000,7000,5000
Gujarat,Rajkot,"Gondal(Veg.market Gondal)",Lemon,Other,FAQ,25/03/2025,4000,12000,8000
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Groundnut,Bold,FAQ,25/03/2025,3805,5555,5255
Gujarat,Rajkot,Rajkot,"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,25/03/2025,6125,7105,6625
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Onion,Onion,FAQ,25/03/2025,375,1375,950
Gujarat,Rajkot,"Rajkot(Veg.Sub Yard)",Potato,Desi,FAQ,25/03/2025,650,1600,1125
Gujarat,Sabarkantha,Bhiloda,Wheat,Other,FAQ,25/03/2025,2475,3100,2788
Gujarat,Sabarkantha,Khedbrahma,Wheat,Other,FAQ,25/03/2025,2500,2750,2625
Gujarat,Sabarkantha,Modasa,Maize,"Hybrid Red (Cattle Feed)",FAQ,25/03/2025,2250,2400,2400
Gujarat,Sabarkantha,Modasa,Mustard,"Lohi Black",Non-FAQ,25/03/2025,4750,5205,5205
Gujarat,Sabarkantha,Modasa(Tintoi),Maize,"Hybrid Red (Cattle Feed)",FAQ,25/03/2025,2150,2300,2300
Gujarat,Sabarkantha,Modasa(Tintoi),Wheat,Lokwan,FAQ,25/03/2025,2335,2550,2550
Gujarat,Sabarkantha,Vadali,"Arhar (Tur/Red Gram)(Whole)",Other,Non-FAQ,25/03/2025,5000,5950,5475
Gujarat,Sabarkantha,Vadali,Cotton,Other,Non-FAQ,25/03/2025,6500,7505,7002
Gujarat,Surat,Songadh,Guar,Gwar,FAQ,25/03/2025,4500,7000,6900
Gujarat,Surat,Songadh(Umrada),Guar,Guaar,FAQ,25/03/2025,4500,7000,6900
Gujarat,Surat,Surat,Cauliflower,Other,FAQ,25/03/2025,800,2500,1650
Gujarat,Surat,Surat,"Elephant Yam (Suran)",Other,FAQ,25/03/2025,6000,6500,6250
Gujarat,Surat,Surat,"Pegeon Pea (Arhar Fali)",Other,FAQ,25/03/2025,4000,10000,7000
Gujarat,Surat,Surat,Ridgeguard(Tori),Other,FAQ,25/03/2025,1500,4000,2750
Gujarat,Surat,Surat,Tomato,Other,FAQ,25/03/2025,500,1000,750
Gujarat,Surendranagar,Chotila,"Bengal Gram(Gram)(Whole)",Other,Non-FAQ,25/03/2025,4500,4850,4750
Gujarat,Surendranagar,Vadhvan,"Bottle gourd","Bottle Gourd",FAQ,25/03/2025,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,Carrot,Carrot,FAQ,25/03/2025,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,Cauliflower,Cauliflower,FAQ,25/03/2025,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,"Elephant Yam (Suran)","Elephant Yam (Suran)",FAQ,25/03/2025,4500,5000,4750
Gujarat,Vadodara(Baroda),Padra,"Green Chilli","Green Chilly",FAQ,25/03/2025,1250,2250,1750
Gujarat,Vadodara(Baroda),Padra,"Indian Beans (Seam)",Other,FAQ,25/03/2025,3500,4250,3900
Gujarat,Vadodara(Baroda),Padra,Lemon,Other,FAQ,25/03/2025,10000,11000,10500
Gujarat,Vadodara(Baroda),Padra,Onion,Other,FAQ,25/03/2025,1200,2000,1600
Gujarat,Vadodara(Baroda),Padra,"Pointed gourd (Parval)",Other,FAQ,25/03/2025,5500,6000,5750
Gujarat,Vadodara(Baroda),Padra,"Surat Beans (Papadi)",Other,FAQ,25/03/2025,5000,5500,5250
Gujarat,Valsad,Pardi(Vapi),Chikoos(Sapota),Other,Large,25/03/2025,4000,4200,4200
Haryana,Ambala,Barara,Banana,Other,Medium,25/03/2025,2300,2400,2400
Haryana,Ambala,Barara,Cauliflower,Other,FAQ,25/03/2025,400,600,500
Haryana,Ambala,Barara,Cucumbar(Kheera),Other,FAQ,25/03/2025,600,1200,700
Haryana,Ambala,Barara,"Green Chilli",Other,FAQ,25/03/2025,1800,2000,1800
Haryana,Ambala,Barara,Lemon,Other,FAQ,25/03/2025,2800,2800,2800
Haryana,Ambala,Barara,Orange,Other,Medium,25/03/2025,3000,3000,3000
Haryana,Ambala,Naraingarh,Apple,Other,Large,25/03/2025,8000,8000,8000
Haryana,Ambala,Naraingarh,Onion,Onion,FAQ,25/03/2025,1300,2000,1800
Haryana,Ambala,Shahzadpur,Brinjal,Brinjal,FAQ,25/03/2025,1500,1500,1500
Haryana,Ambala,Shahzadpur,Cauliflower,Cauliflower,FAQ,25/03/2025,400,700,500
Haryana,Ambala,Shahzadpur,Tomato,Local,FAQ,25/03/2025,800,1000,1000
Haryana,Fatehabad,Fatehabad,Carrot,Other,FAQ,25/03/2025,2000,2000,2000
Haryana,Gurgaon,Gurgaon,Apple,Other,Large,25/03/2025,10000,15000,12500
Haryana,Gurgaon,Gurgaon,Banana,Other,Large,25/03/2025,2000,3000,2500
Haryana,Gurgaon,Gurgaon,Orange,Other,Large,25/03/2025,3000,5000,4000
Haryana,Gurgaon,Gurgaon,Potato,Other,FAQ,25/03/2025,800,1000,900
Haryana,Gurgaon,Sohna,"Bottle gourd","Bottle Gourd",FAQ,25/03/2025,800,1300,1000
Haryana,Gurgaon,Sohna,Carrot,Carrot,FAQ,25/03/2025,1000,1500,1500
Haryana,Gurgaon,Sohna,Pumpkin,Pumpkin,FAQ,25/03/2025,1000,1500,1200
Haryana,Gurgaon,Sohna,Spinach,Spinach,FAQ,25/03/2025,600,1000,1000
